data: {"type":"RUN_STARTED","timestamp":1771513529217,"threadId":"2d3c4039-67d8-4d38-98b2-ea0975ff1632","runId":"run-115f6131-4592-4ee2-9b62-7181f54dbdba","input":{"threadId":"2d3c4039-67d8-4d38-98b2-ea0975ff1632","runId":"550a34fe-6484-46bd-aef8-0348e934ec40","state":{},"messages":[{"id":"ed9a32a2-3523-4a8d-be9e-9d5c01283b4d","role":"user","content":"使用A2UI发送欢迎卡片"}],"tools":[],"context":[],"forwardedProps":{}}}

data: {"type":"THINKING_START","timestamp":1771513529966,"title":""}

data: {"type":"THINKING_TEXT_MESSAGE_START","timestamp":1771513529966}

data: {"timestamp":1771513529966,"delta":"\n","type":"THINKING_TEXT_MESSAGE_CONTENT"}

data: {"timestamp":1771513530376,"delta":"用户","type":"THINKING_TEXT_MESSAGE_CONTENT"}

data: {"timestamp":1771513530376,"delta":"现在","type":"THINKING_TEXT_MESSAGE_CONTENT"}

data: {"timestamp":1771513530376,"delta":"需要","type":"THINKING_TEXT_MESSAGE_CONTENT"}

data: {"timestamp":1771513530387,"delta":"用","type":"THINKING_TEXT_MESSAGE_CONTENT"}

data: {"timestamp":1771513530387,"delta":"A","type":"THINKING_TEXT_MESSAGE_CONTENT"}

data: {"timestamp":1771513530388,"delta":"2","type":"THINKING_TEXT_MESSAGE_CONTENT"}

data: {"timestamp":1771513530388,"delta":"UI","type":"THINKING_TEXT_MESSAGE_CONTENT"}

data: {"timestamp":1771513530400,"delta":"发送","type":"THINKING_TEXT_MESSAGE_CONTENT"}

data: {"timestamp":1771513530400,"delta":"欢迎","type":"THINKING_TEXT_MESSAGE_CONTENT"}

data: {"timestamp":1771513530400,"delta":"卡片","type":"THINKING_TEXT_MESSAGE_CONTENT"}

data: {"timestamp":1771513530400,"delta":"对吧","type":"THINKING_TEXT_MESSAGE_CONTENT"}

data: {"timestamp":1771513530433,"delta":"？","type":"THINKING_TEXT_MESSAGE_CONTENT"}

data: {"timestamp":1771513530433,"delta":"首先","type":"THINKING_TEXT_MESSAGE_CONTENT"}

data: {"timestamp":1771513530433,"delta":"，","type":"THINKING_TEXT_MESSAGE_CONTENT"}

data: {"timestamp":1771513530433,"delta":"我","type":"THINKING_TEXT_MESSAGE_CONTENT"}

data: {"timestamp":1771513530518,"delta":"得","type":"THINKING_TEXT_MESSAGE_CONTENT"}

data: {"timestamp":1771513530518,"delta":"先","type":"THINKING_TEXT_MESSAGE_CONTENT"}

data: {"timestamp":1771513530518,"delta":"知道","type":"THINKING_TEXT_MESSAGE_CONTENT"}

